x_0	x_1	f(x)
633750	2.88359375e+04	-66750
633750	2.90687500e+04	-1144500
633750	2.93015625e+04	-77500
633750	2.95343750e+04	-322250
633750	2.97671875e+04	-83750
633750	30000	-80860500
6.72734375e+05	200	0
6.72734375e+05	15100	-13700
6.72734375e+05	30000	-36000
7.11718750e+05	200	0
7.11718750e+05	7650	20525
7.11718750e+05	11375	56000
7.11718750e+05	15100	-49050
7.11718750e+05	1.69625000e+04	-35725
7.11718750e+05	18825	-47225
7.11718750e+05	22550	96275
7.11718750e+05	26275	46500
7.11718750e+05	30000	-125000
7.89687500e+05	200	0
7.89687500e+05	3925	46675
7.89687500e+05	5.78750000e+03	45125
7.89687500e+05	7650	61475
7.89687500e+05	9.51250000e+03	64700
7.89687500e+05	11375	180950
7.89687500e+05	1.32375000e+04	40000
7.89687500e+05	15100	-165400
7.89687500e+05	1.69625000e+04	-115925
7.89687500e+05	18825	-173425
7.89687500e+05	2.06875000e+04	40000
7.89687500e+05	22550	285575
7.89687500e+05	26275	148500
7.89687500e+05	2.81375000e+04	47250
7.89687500e+05	30000	-380500
8.67656250e+05	200	0
8.67656250e+05	7650	11150
8.67656250e+05	11375	36050
8.67656250e+05	15100	-33950
8.67656250e+05	18825	-39900
8.67656250e+05	22550	51100
8.67656250e+05	30000	-71500
945625	200	0
945625	3925	135325
945625	5.78750000e+03	131800
945625	7650	152350
945625	8.11562500e+03	-35300
945625	8.58125000e+03	1825
945625	9.51250000e+03	175050
945625	11375	506425
945625	1.32375000e+04	114725
945625	15100	-482850
945625	1.60312500e+04	-51900
945625	1.69625000e+04	-308450
945625	1.78937500e+04	-85000
945625	18825	-577450
945625	2.06875000e+04	87000
945625	2.16187500e+04	35500
945625	22550	689550
945625	2.44125000e+04	92250
945625	26275	414500
945625	2.81375000e+04	129250
945625	2.90687500e+04	36500
945625	30000	-983500
1.02359375e+06	200	0
1.02359375e+06	15100	-24600
1.02359375e+06	18825	-33325
1.02359375e+06	22550	29175
1.02359375e+06	30000	-44500
1.10156250e+06	200	0
1.10156250e+06	7650	21225
1.10156250e+06	11375	84825
1.10156250e+06	15100	-85350
1.10156250e+06	1.69625000e+04	-48075
1.10156250e+06	18825	-117075
1.10156250e+06	22550	89925
1.10156250e+06	26275	69000
1.10156250e+06	30000	-147000
1257500	200	0
1257500	2.06250000e+03	5.28807500e+05
1257500	2.52812500e+03	1.31562500e+05
1257500	2.76093750e+03	49225
1257500	2.99375000e+03	1.38277500e+05
1257500	3.22656250e+03	-11250
1257500	3.45937500e+03	-237585
1257500	3.69218750e+03	-78645
1257500	3925	2600725
1257500	4.15781250e+03	3510
1257500	4.39062500e+03	1.67612500e+05
1257500	4.62343750e+03	7.77625000e+04
1257500	4.85625000e+03	1.62888250e+06
1257500	5.08906250e+03	134950
1257500	5.20546875e+03	36860
1257500	5.32187500e+03	605145
1257500	5.43828125e+03	40675
1257500	5.55468750e+03	157485
1257500	5.67109375e+03	36500
1257500	5.78750000e+03	6.28875000e+04
1257500	6.02031250e+03	3425
1257500	6.13671875e+03	-17050
1257500	6.25312500e+03	-523325
1257500	6.36953125e+03	-51850
1257500	6.48593750e+03	-246450
1257500	6.60234375e+03	-68500
1257500	6.71875000e+03	-3270675
1257500	6.83515625e+03	-64950
1257500	6.95156250e+03	-234100
1257500	7.06796875e+03	-51600
1257500	7.18437500e+03	-702850
1257500	7.30078125e+03	-36500
1257500	7.41718750e+03	-116950
1257500	7650	11680875
1257500	7.76640625e+03	-7775
1257500	7.88281250e+03	-2675
1257500	7.99921875e+03	6400
1257500	8.11562500e+03	196025
1257500	8.23203125e+03	18975
1257500	8.34843750e+03	96250
1257500	8.46484375e+03	28525
1257500	8.58125000e+03	1699250
1257500	8.69765625e+03	33550
1257500	8.81406250e+03	137350
1257500	8.93046875e+03	34550
1257500	9.04687500e+03	533925
1257500	9.16328125e+03	32725
1257500	9.27968750e+03	125925
1257500	9.51250000e+03	6964550
1257500	9.74531250e+03	105875
1257500	9.97812500e+03	399075
1257500	1.02109375e+04	95300
1257500	1.04437500e+04	1549900
1257500	1.06765625e+04	96950
1257500	1.09093750e+04	388725
1257500	1.11421875e+04	95675
1257500	11375	9184375
1257500	1.16078125e+04	73875
1257500	1.18406250e+04	209850
1257500	1.20734375e+04	28325
1257500	1.23062500e+04	-67125
1257500	1.25390625e+04	-34325
1257500	1.27718750e+04	-261775
1257500	1.30046875e+04	-95050
1257500	1.31210938e+04	-27300
1257500	1.32375000e+04	-5900025
1257500	1.33539062e+04	-32200
1257500	1.34703125e+04	-136400
1257500	1.35867188e+04	-35650
1257500	1.37031250e+04	-578825
1257500	1.38195312e+04	-37075
1257500	1.39359375e+04	-149375
1257500	1.40523438e+04	-36850
1257500	1.41687500e+04	-2269500
1257500	1.42851562e+04	-36025
1257500	1.44015625e+04	-140300
1257500	1.45179688e+04	-33775
1257500	1.46343750e+04	-522225
1257500	1.47507812e+04	-31700
1257500	1.48671875e+04	-119975
1257500	15100	4722550
1257500	1.53328125e+04	-98000
1257500	1.55656250e+04	-349225
1257500	1.57984375e+04	-76975
1257500	1.60312500e+04	-1085550
1257500	1.62640625e+04	-57275
1257500	1.64968750e+04	-196925
1257500	1.67296875e+04	-40450
1257500	1.69625000e+04	-2141575
1257500	1.71953125e+04	-24425
1257500	1.74281250e+04	-65275
1257500	1.76609375e+04	-9150
1257500	1.78937500e+04	-16725
1257500	1.81265625e+04	7250
1257500	1.83593750e+04	53750
1257500	1.85921875e+04	20500
1257500	18825	4843475
1257500	1.90578125e+04	32000
1257500	1.92906250e+04	150000
1257500	1.95234375e+04	42500
1257500	1.97562500e+04	743500
1257500	1.99890625e+04	51250
1257500	2.02218750e+04	218000
1257500	2.04546875e+04	58250
1257500	2.06875000e+04	3868500
1257500	2.09203125e+04	64000
1257500	2.11531250e+04	269250
1257500	2.13859375e+04	69750
1257500	2.16187500e+04	1169500
1257500	2.18515625e+04	76250
1257500	2.20843750e+04	315250
1257500	2.23171875e+04	81000
1257500	22550	51907975
1257500	2.27828125e+04	86500
1257500	2.30156250e+04	356000
1257500	2.32484375e+04	91000
1257500	2.34812500e+04	1454000
1257500	2.37140625e+04	91500
1257500	2.39468750e+04	365000
1257500	2.41796875e+04	90500
1257500	2.44125000e+04	5292000
1257500	2.46453125e+04	84000
1257500	2.48781250e+04	319250
1257500	2.51109375e+04	74250
1257500	2.53437500e+04	1071500
1257500	2.55765625e+04	60750
1257500	2.58093750e+04	210250
1257500	2.60421875e+04	44000
1257500	26275	7471500
1257500	2.65078125e+04	26000
1257500	2.67406250e+04	65250
1257500	2.69734375e+04	6750
1257500	2.72062500e+04	-32000
1257500	2.74390625e+04	-12250
1257500	2.76718750e+04	-81250
1257500	2.79046875e+04	-29000
1257500	2.81375000e+04	-2129500
1257500	2.83703125e+04	-43000
1257500	2.86031250e+04	-198750
1257500	2.88359375e+04	-54250
1257500	2.90687500e+04	-959500
1257500	2.93015625e+04	-64250
1257500	2.95343750e+04	-273750
1257500	2.97671875e+04	-71500
1257500	30000	-85511000
1.41343750e+06	200	0
1.41343750e+06	7650	9400
1.41343750e+06	11375	47575
1.41343750e+06	15100	-50450
1.41343750e+06	18825	-77900
1.41343750e+06	22550	29100
1.41343750e+06	26275	40500
1.41343750e+06	30000	-72500
1569375	200	0
1569375	3925	45180
1569375	5.78750000e+03	4.45725000e+04
1569375	7650	27250
1569375	9.51250000e+03	39925
1569375	11375	151675
1569375	1.32375000e+04	36500
1569375	15100	-164250
1569375	1.69625000e+04	-66250
1569375	18825	-260000
1569375	22550	62750
1569375	2.44125000e+04	35250
1569375	26275	131250
1569375	2.81375000e+04	34500
1569375	30000	-219500
1.72531250e+06	200	0
1.72531250e+06	15100	-32800
1.72531250e+06	18825	-53100
1.72531250e+06	22550	5650
1.72531250e+06	30000	-41000
1881250	200	0
1881250	3925	126850
1881250	5.78750000e+03	1.24587500e+05
1881250	6.71875000e+03	37650
1881250	7650	64400
1881250	8.11562500e+03	-42225
1881250	8.58125000e+03	-84975
1881250	9.51250000e+03	91750
1881250	1.04437500e+04	43825
1881250	11375	416175
1881250	1.32375000e+04	101175
1881250	15100	-459850
1881250	1.69625000e+04	-158050
1881250	1.78937500e+04	-66325
1881250	18825	-747950
1881250	1.97562500e+04	-50000
1881250	2.06875000e+04	-75250
1881250	22550	36800
1881250	2.44125000e+04	104750
1881250	26275	374750
1881250	2.81375000e+04	95500
1881250	30000	-566500
2.03718750e+06	200	0
2.03718750e+06	15100	-22400
2.03718750e+06	18825	-37550
2.03718750e+06	22550	-4800
2.03718750e+06	30000	-26000
2193125	200	0
2193125	7650	8350
2193125	11375	67800
2193125	15100	-77000
2193125	18825	-128750
2193125	22550	-25750
2193125	26275	64500
2193125	30000	-85000
2505000	200	0
2505000	1.13125000e+03	2.58350000e+03
2505000	2.06250000e+03	6.00037500e+05
2505000	2.29531250e+03	1.68875000e+04
2505000	2.52812500e+03	137465
2505000	2.76093750e+03	5.17325000e+04
2505000	2.87734375e+03	1.40625000e+04
2505000	2.99375000e+03	1.92767500e+05
2505000	3.22656250e+03	-6.28250000e+03
2505000	3.45937500e+03	-2.19287500e+05
2505000	3.57578125e+03	-21135
2505000	3.69218750e+03	-75500
2505000	3925	3296950
2505000	4.15781250e+03	-3620
2505000	4.39062500e+03	1.30317500e+05
2505000	4.62343750e+03	6.90125000e+04
2505000	4.73984375e+03	2.18975000e+04
2505000	4.85625000e+03	1.61438250e+06
2505000	4.97265625e+03	30885
2505000	5.08906250e+03	1.40142500e+05
2505000	5.20546875e+03	3.88875000e+04
2505000	5.32187500e+03	643205
2505000	5.43828125e+03	4.36325000e+04
2505000	5.55468750e+03	1.70252500e+05
2505000	5.67109375e+03	39975
2505000	5.78750000e+03	7.36612500e+05
2505000	5.90390625e+03	21175
2505000	6.02031250e+03	19725
2505000	6.13671875e+03	-12750
2505000	6.25312500e+03	-452400
2505000	6.36953125e+03	-47225
2505000	6.48593750e+03	-227375
2505000	6.60234375e+03	-63800
2505000	6.71875000e+03	-3032250
2505000	6.83515625e+03	-60625
2505000	6.95156250e+03	-218925
2505000	7.06796875e+03	-48400
2505000	7.18437500e+03	-677550
2505000	7.30078125e+03	-35925
2505000	7.41718750e+03	-121875
2505000	7650	11932400
2505000	7.76640625e+03	-15700
2505000	7.88281250e+03	-43850
2505000	7.99921875e+03	-6050
2505000	8.11562500e+03	-15575
2505000	8.23203125e+03	4050
2505000	8.34843750e+03	36875
2505000	8.46484375e+03	14275
2505000	8.58125000e+03	1089525
2505000	8.69765625e+03	23550
2505000	8.81406250e+03	108625
2505000	8.93046875e+03	30425
2505000	9.04687500e+03	509400
2505000	9.16328125e+03	34350
2505000	9.27968750e+03	140325
2505000	9.39609375e+03	35425
2505000	9.51250000e+03	7188150
2505000	9.62890625e+03	34625
2505000	9.74531250e+03	134600
2505000	9.86171875e+03	32575
2505000	9.97812500e+03	503525
2505000	1.00945312e+04	30350
2505000	1.02109375e+04	117775
2505000	1.03273438e+04	28825
2505000	1.04437500e+04	1848675
2505000	1.05601562e+04	27850
2505000	1.06765625e+04	111200
2505000	1.07929688e+04	27650
2505000	1.09093750e+04	436500
2505000	1.10257812e+04	27175
2505000	1.11421875e+04	105450
2505000	1.12585938e+04	25575
2505000	11375	11375825
2505000	1.14914062e+04	22525
2505000	1.16078125e+04	81850
2505000	1.17242188e+04	18125
2505000	1.18406250e+04	239900
2505000	1.19570312e+04	12425
2505000	1.20734375e+04	35250
2505000	1.23062500e+04	48975
2505000	1.25390625e+04	-27375
2505000	1.27718750e+04	-231375
2505000	1.30046875e+04	-86850
2505000	1.31210938e+04	-25000
2505000	1.32375000e+04	-5356425
2505000	1.33539062e+04	-29950
2505000	1.34703125e+04	-126775
2505000	1.35867188e+04	-33275
2505000	1.37031250e+04	-539725
2505000	1.38195312e+04	-34650
2505000	1.39359375e+04	-139600
2505000	1.40523438e+04	-34400
2505000	1.41687500e+04	-2125100
2505000	1.42851562e+04	-33750
2505000	1.44015625e+04	-131875
2505000	1.45179688e+04	-31775
2505000	1.46343750e+04	-490425
2505000	1.47507812e+04	-30000
2505000	1.48671875e+04	-113000
2505000	1.49835938e+04	-27000
2505000	15100	2239400
2505000	1.52164062e+04	-24650
2505000	1.53328125e+04	-92800
2505000	1.55656250e+04	-335250
2505000	1.57984375e+04	-74950
2505000	1.60312500e+04	-1088325
2505000	1.62640625e+04	-59475
2505000	1.64968750e+04	-214225
2505000	1.67296875e+04	-47050
2505000	1.69625000e+04	-2736450
2505000	1.71953125e+04	-35925
2505000	1.74281250e+04	-121875
2505000	1.76609375e+04	-25000
2505000	1.78937500e+04	-312425
2505000	1.81265625e+04	-13550
2505000	1.83593750e+04	-33650
2505000	1.85921875e+04	-2950
2505000	18825	770050
2505000	1.90578125e+04	8750
2505000	1.92906250e+04	57000
2505000	1.95234375e+04	20250
2505000	1.97562500e+04	417000
2505000	1.99890625e+04	31500
2505000	2.02218750e+04	151500
2505000	2.04546875e+04	43500
2505000	2.06875000e+04	3112750
2505000	2.09203125e+04	54500
2505000	2.11531250e+04	240000
2505000	2.13859375e+04	65000
2505000	2.16187500e+04	1128750
2505000	2.18515625e+04	76000
2505000	2.20843750e+04	322750
2505000	2.23171875e+04	85250
2505000	22550	50498550
2505000	2.27828125e+04	92750
2505000	2.28992188e+04	24000
2505000	2.30156250e+04	383750
2505000	2.31320312e+04	24000
2505000	2.32484375e+04	98000
2505000	2.33648438e+04	25500
2505000	2.34812500e+04	1584500
2505000	2.35976562e+04	25000
2505000	2.37140625e+04	101000
2505000	2.38304688e+04	25000
2505000	2.39468750e+04	400750
2505000	2.40632812e+04	25250
2505000	2.41796875e+04	99250
2505000	2.42960938e+04	24500
2505000	2.44125000e+04	5850250
2505000	2.45289062e+04	24250
2505000	2.46453125e+04	93250
2505000	2.47617188e+04	23000
2505000	2.48781250e+04	355000
2505000	2.49945312e+04	22000
2505000	2.51109375e+04	83750
2505000	2.52273438e+04	20250
2505000	2.53437500e+04	1210250
2505000	2.55765625e+04	68750
2505000	2.58093750e+04	244250
2505000	2.60421875e+04	53000
2505000	26275	9601500
2505000	2.65078125e+04	33750
2505000	2.67406250e+04	98000
2505000	2.69734375e+04	14750
2505000	2.72062500e+04	92750
2505000	2.74390625e+04	-4250
2505000	2.76718750e+04	-50250
2505000	2.79046875e+04	-21000
2505000	2.81375000e+04	-1605750
2505000	2.83703125e+04	-34750
2505000	2.86031250e+04	-166500
2505000	2.88359375e+04	-46250
2505000	2.90687500e+04	-820000
2505000	2.93015625e+04	-56250
2505000	2.95343750e+04	-237500
2505000	2.97671875e+04	-63250
2505000	30000	-88263000
2816875	200	0
2816875	7650	3200
2816875	11375	36850
2816875	15100	-42450
2816875	18825	-71400
2816875	22550	-40150
2816875	26275	37250
2816875	30000	-43500
3128750	200	0
3128750	3925	38470
3128750	5.78750000e+03	3.66775000e+04
3128750	7650	8850
3128750	8.58125000e+03	-40950
3128750	9.51250000e+03	-2600
3128750	11375	116425
3128750	15100	-134650
3128750	18825	-220800
3128750	2.06875000e+04	-60250
3128750	22550	-162050
3128750	26275	122250
3128750	30000	-135500
3440625	200	0
3440625	15100	-26100
3440625	18825	-42450
3440625	22550	-39450
3440625	30000	-26000
3752500	200	0
3752500	3925	106085
3752500	5.78750000e+03	99545
3752500	6.71875000e+03	42425
3752500	7650	18625
3752500	8.58125000e+03	-117875
3752500	9.51250000e+03	-37800
3752500	1.04437500e+04	58525
3752500	11375	313650
3752500	1.32375000e+04	81200
3752500	15100	-362750
3752500	1.69625000e+04	-34575
3752500	18825	-581125
3752500	1.97562500e+04	-56500
3752500	2.06875000e+04	-180750
3752500	22550	-589125
3752500	2.44125000e+04	72750
3752500	26275	333000
3752500	2.81375000e+04	83250
3752500	30000	-366000
4064375	200	0
4064375	15100	-16850
4064375	22550	-35075
4064375	30000	-18000
4376250	200	0
4376250	7650	1825
4376250	11375	49775
4376250	15100	-56800
4376250	18825	-87475
4376250	2.06875000e+04	-33000
4376250	22550	-128225
4376250	26275	52750
4376250	30000	-60500
5000000	200	-9.51763000e+04
5000000	1.13125000e+03	-7.66678500e+04
5000000	2.06250000e+03	-4.85131850e+05
5000000	2.29531250e+03	-5850
5000000	2.52812500e+03	-30090
5000000	2.76093750e+03	-9720
5000000	2.87734375e+03	-2835
5000000	2.99375000e+03	-224175
5000000	3.22656250e+03	-17590
5000000	3.45937500e+03	-86345
5000000	3.57578125e+03	-5955
5000000	3.69218750e+03	-25035
5000000	3925	-4.04020185e+06
5000000	4.15781250e+03	-23035
5000000	4.39062500e+03	-64100
5000000	4.62343750e+03	-7835
5000000	4.73984375e+03	-855
5000000	4.85625000e+03	-61430
5000000	4.97265625e+03	860
5000000	5.08906250e+03	4575
5000000	5.20546875e+03	1255
5000000	5.32187500e+03	8090
5000000	5.43828125e+03	215
5000000	5.55468750e+03	-3165
5000000	5.67109375e+03	-1950
5000000	5.78750000e+03	-1584880
5000000	5.90390625e+03	-4800
5000000	6.02031250e+03	-25450
5000000	6.13671875e+03	-7950
5000000	6.25312500e+03	-153850
5000000	6.36953125e+03	-11250
5000000	6.48593750e+03	-51600
5000000	6.60234375e+03	-14550
5000000	6.71875000e+03	-1011150
5000000	6.83515625e+03	-17600
5000000	6.95156250e+03	-76400
5000000	7.06796875e+03	-20500
5000000	7.18437500e+03	-343500
5000000	7.30078125e+03	-22750
5000000	7.41718750e+03	-94000
5000000	7650	-1.49449119e+07
5000000	7.76640625e+03	-24200
5000000	7.88281250e+03	-94450
5000000	7.99921875e+03	-22750
5000000	8.11562500e+03	-329900
5000000	8.23203125e+03	-19250
5000000	8.34843750e+03	-66450
5000000	8.46484375e+03	-13800
5000000	8.58125000e+03	-564650
5000000	8.69765625e+03	-6550
5000000	8.81406250e+03	-10450
5000000	8.93046875e+03	1400
5000000	9.04687500e+03	82850
5000000	9.16328125e+03	9150
5000000	9.27968750e+03	50000
5000000	9.39609375e+03	15550
5000000	9.51250000e+03	2469550
5000000	9.62890625e+03	19800
5000000	9.74531250e+03	83150
5000000	9.86171875e+03	21550
5000000	9.97812500e+03	335650
5000000	1.00945312e+04	21100
5000000	1.02109375e+04	80800
5000000	1.03273438e+04	18900
5000000	1.04437500e+04	1094600
5000000	1.05601562e+04	16550
5000000	1.06765625e+04	59800
5000000	1.07929688e+04	13350
5000000	1.09093750e+04	189950
5000000	1.10257812e+04	10250
5000000	1.11421875e+04	35550
5000000	1.12585938e+04	7400
5000000	11375	5140350
5000000	1.14914062e+04	5000
5000000	1.16078125e+04	15450
5000000	1.17242188e+04	2850
5000000	1.18406250e+04	31450
5000000	1.19570312e+04	1000
5000000	1.20734375e+04	900
5000000	1.23062500e+04	-56800
5000000	1.25390625e+04	-9150
5000000	1.27718750e+04	-51750
5000000	1.30046875e+04	-16300
5000000	1.31210938e+04	-4500
5000000	1.32375000e+04	-1095200
5000000	1.33539062e+04	-5000
5000000	1.34703125e+04	-21250
5000000	1.35867188e+04	-5550
5000000	1.37031250e+04	-94350
5000000	1.38195312e+04	-6100
5000000	1.39359375e+04	-26000
5000000	1.40523438e+04	-7000
5000000	1.41687500e+04	-444800
5000000	1.42851562e+04	-7300
5000000	1.44015625e+04	-29950
5000000	1.45179688e+04	-7750
5000000	1.46343750e+04	-128150
5000000	1.47507812e+04	-8200
5000000	1.48671875e+04	-33900
5000000	1.49835938e+04	-8700
5000000	15100	-3.86566118e+07
5000000	1.52164062e+04	-9100
5000000	1.53328125e+04	-37000
5000000	1.55656250e+04	-152600
5000000	1.57984375e+04	-39200
5000000	1.60312500e+04	-633750
5000000	1.62640625e+04	-39950
5000000	1.64968750e+04	-161650
5000000	1.67296875e+04	-40500
5000000	1.69625000e+04	-2473200
5000000	1.71953125e+04	-39450
5000000	1.74281250e+04	-154650
5000000	1.76609375e+04	-37900
5000000	1.78937500e+04	-566250
5000000	1.81265625e+04	-33900
5000000	1.83593750e+04	-127200
5000000	1.85921875e+04	-29600
5000000	18825	-5757400
5000000	1.90578125e+04	-23500
5000000	1.92906250e+04	-83000
5000000	1.95234375e+04	-17500
5000000	1.97562500e+04	-224500
5000000	1.99890625e+04	-9500
5000000	2.02218750e+04	-27500
5000000	2.04546875e+04	-3000
5000000	2.06875000e+04	-11500
5000000	2.09203125e+04	3500
5000000	2.11531250e+04	28000
5000000	2.13859375e+04	9500
5000000	2.16187500e+04	210000
5000000	2.18515625e+04	16000
5000000	2.20843750e+04	75000
5000000	2.23171875e+04	21000
5000000	22550	9463600
5000000	2.27828125e+04	25000
5000000	2.28992188e+04	6500
5000000	2.30156250e+04	106500
5000000	2.31320312e+04	6500
5000000	2.32484375e+04	27500
5000000	2.33648438e+04	7000
5000000	2.34812500e+04	456500
5000000	2.35976562e+04	7500
5000000	2.37140625e+04	30000
5000000	2.38304688e+04	7500
5000000	2.39468750e+04	121000
5000000	2.40632812e+04	7000
5000000	2.41796875e+04	30000
5000000	2.42960938e+04	8000
5000000	2.44125000e+04	1871500
5000000	2.45289062e+04	7500
5000000	2.46453125e+04	30000
5000000	2.47617188e+04	7500
5000000	2.48781250e+04	118000
5000000	2.49945312e+04	7000
5000000	2.51109375e+04	29000
5000000	2.52273438e+04	7000
5000000	2.53437500e+04	453000
5000000	2.55765625e+04	28000
5000000	2.58093750e+04	107000
5000000	2.60421875e+04	25000
5000000	26275	5895000
5000000	2.65078125e+04	23500
5000000	2.67406250e+04	88500
5000000	2.69734375e+04	21000
5000000	2.72062500e+04	313500
5000000	2.74390625e+04	19000
5000000	2.76718750e+04	69000
5000000	2.79046875e+04	16000
5000000	2.81375000e+04	920500
5000000	2.83703125e+04	13000
5000000	2.86031250e+04	47000
5000000	2.88359375e+04	10000
5000000	2.90687500e+04	147000
5000000	2.93015625e+04	8000
5000000	2.95343750e+04	26000
5000000	2.97671875e+04	6000
5000000	30000	2.11614e+08
